,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,actual_left,predicted_left,turnover_probability,risk_score_percent,risk_zone,retention_strategy
6083,0.66,0.67,3,123,4,0,0,0,IT,medium,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11756,0.92,0.64,4,190,10,1,0,0,management,low,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6211,0.69,0.79,3,207,3,0,0,0,technical,medium,0,0,0.035,3.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5844,0.59,0.99,3,185,2,0,0,0,support,medium,0,0,0.09,9.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5825,0.97,0.51,4,241,4,0,0,0,hr,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9324,1.0,0.85,4,156,3,0,0,0,sales,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11679,0.94,0.9,4,144,4,0,0,0,support,low,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1712,0.91,1.0,4,251,6,0,1,0,technical,low,1,1,0.95,95.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
6425,0.6,0.97,3,187,3,1,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8208,0.87,0.74,4,178,2,1,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5084,0.92,0.55,3,172,2,0,0,0,technical,high,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11305,0.66,0.59,4,179,3,0,0,0,technical,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5556,0.84,0.84,6,261,5,0,0,0,product_mng,low,0,1,0.58,58.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
4599,0.88,0.84,3,266,3,0,0,0,accounting,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4252,0.91,0.68,4,187,2,0,0,0,IT,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3134,0.81,0.69,5,134,2,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11296,0.97,0.62,6,118,2,0,0,0,accounting,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11005,0.52,0.89,3,188,6,0,0,0,marketing,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1880,0.11,0.95,6,279,4,0,1,0,technical,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
1660,0.44,0.55,2,128,3,0,1,1,IT,medium,1,1,0.91,91.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5157,0.79,0.9,3,152,4,0,0,0,support,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1663,0.44,0.57,2,141,3,0,1,0,product_mng,medium,1,1,0.99,99.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9344,0.73,0.55,3,149,3,0,0,0,technical,low,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10803,0.91,0.75,4,159,3,1,0,0,support,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6961,0.64,0.57,4,271,2,0,0,0,sales,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7703,0.6,0.86,6,272,4,0,0,0,technical,low,0,1,0.64,64.0,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
5403,0.91,0.6,4,163,5,0,0,0,IT,low,0,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4196,0.99,0.69,3,206,2,0,0,0,marketing,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6870,0.4,1.0,6,206,2,0,0,0,sales,low,0,0,0.165,16.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10104,0.51,0.55,3,261,3,0,0,0,technical,low,0,0,0.115,11.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10197,0.64,0.9,6,143,5,0,0,0,support,high,0,0,0.36,36.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
3144,0.21,0.44,4,163,6,0,0,0,sales,high,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4165,0.48,0.71,2,140,3,1,0,0,support,low,0,0,0.115,11.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4524,0.83,0.61,4,262,4,0,0,0,accounting,low,0,0,0.065,6.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4212,0.71,0.99,4,238,4,1,0,0,sales,high,0,0,0.175,17.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8310,0.93,0.97,5,137,4,0,0,0,RandD,low,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10871,0.65,0.67,3,240,2,1,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5777,0.55,0.97,3,222,2,0,0,0,management,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2579,0.52,0.84,2,226,3,0,0,0,RandD,low,0,0,0.275,27.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
9413,0.91,0.53,4,212,3,0,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2520,0.71,0.63,3,254,3,1,0,0,sales,high,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7439,0.55,0.98,4,137,2,0,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11799,0.69,0.9,5,103,5,0,0,0,product_mng,low,0,0,0.17,17.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10415,0.75,0.62,5,144,3,0,0,0,technical,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4118,0.74,1.0,4,199,4,0,0,0,management,high,0,0,0.255,25.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
8425,0.58,0.45,3,131,2,0,0,0,technical,low,0,0,0.135,13.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4108,0.44,0.74,4,250,6,0,0,0,RandD,medium,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2423,0.87,0.82,6,176,3,0,0,0,product_mng,low,0,0,0.09,9.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5688,0.81,0.98,6,196,2,0,0,0,support,low,0,0,0.1,10.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5137,0.75,0.53,4,251,3,0,0,0,hr,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6222,0.54,0.91,3,142,2,0,0,0,support,low,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7809,0.76,0.9,3,279,6,0,0,0,hr,medium,0,0,0.35,35.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
2792,0.51,0.58,2,181,4,0,0,0,support,medium,0,0,0.2,20.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
4176,0.95,0.72,3,168,5,0,0,0,IT,medium,0,0,0.165,16.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3296,0.45,0.6,6,176,4,0,0,0,sales,medium,0,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3934,0.74,0.37,2,171,4,0,0,0,support,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2196,0.7,0.69,3,102,4,1,0,0,product_mng,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5962,0.78,0.91,3,132,2,0,0,0,sales,medium,0,0,0.09,9.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8757,0.21,0.84,3,194,2,0,0,0,IT,medium,0,0,0.26,26.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
4689,0.16,0.78,4,280,6,0,0,0,technical,high,0,0,0.225,22.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
501,0.11,0.87,7,282,5,0,1,0,technical,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5063,0.59,0.57,2,170,3,0,0,0,technical,low,0,0,0.17,17.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4283,0.5,0.97,4,269,3,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8953,0.98,0.63,4,232,2,0,0,0,hr,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5533,0.81,0.77,5,249,2,0,0,0,support,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11661,0.5,0.91,4,144,8,0,0,0,management,medium,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1332,0.87,0.9,3,307,5,0,1,0,technical,low,1,1,0.725,72.5,Medium-Risk Zone,"Conduct a targeted stay interview, review workload and compensation, provide a development plan, and address management or role concerns."
11057,0.7,0.54,5,263,3,0,0,0,technical,low,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8971,0.67,0.36,3,280,4,0,0,0,support,low,0,0,0.08,8.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8697,0.64,0.79,4,274,2,1,0,0,technical,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3363,0.97,0.52,4,231,3,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8338,0.97,0.6,6,168,5,1,0,0,sales,high,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6893,0.88,0.88,3,220,4,0,0,0,hr,medium,0,0,0.135,13.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5206,0.8,0.51,4,213,3,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7936,0.87,0.68,5,236,4,0,0,0,sales,high,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
146,0.76,0.92,4,239,5,0,1,0,product_mng,low,1,1,0.96,96.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
2046,0.54,0.7,5,239,5,0,0,0,RandD,medium,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10111,0.49,0.61,4,232,3,1,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7836,0.18,0.87,6,226,4,0,0,0,IT,high,0,0,0.36,36.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
3090,0.6,0.56,2,203,4,0,0,0,technical,low,0,0,0.235,23.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
4788,0.91,0.63,4,226,3,1,0,0,IT,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9375,0.88,0.66,3,178,3,0,0,0,RandD,high,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8702,0.62,0.82,5,151,5,0,0,0,sales,low,0,0,0.205,20.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
6548,0.8,0.8,3,175,2,0,0,0,RandD,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6157,0.86,0.74,2,178,3,0,0,0,management,medium,0,0,0.08,8.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3006,0.91,0.76,3,116,5,0,0,0,technical,low,0,0,0.12,12.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8261,0.38,0.42,2,127,4,0,0,0,sales,medium,0,0,0.14,14.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
860,0.43,0.48,2,144,3,0,1,0,sales,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
5346,0.14,0.96,3,196,5,1,0,0,sales,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2447,0.53,0.67,4,238,2,0,0,0,sales,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8710,0.73,0.59,6,121,5,0,0,0,sales,low,0,0,0.065,6.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7387,0.53,0.61,4,198,2,0,0,0,product_mng,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1231,0.41,0.54,2,152,3,0,1,0,sales,medium,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
6555,0.88,0.89,2,201,3,0,0,0,accounting,high,0,0,0.25,25.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
1817,0.82,0.91,5,276,6,0,1,0,product_mng,medium,1,1,0.905,90.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
10323,0.77,0.8,2,255,2,1,0,0,accounting,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3213,0.74,0.74,4,233,2,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9094,0.55,0.75,3,191,3,0,0,0,sales,low,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4480,0.5,0.85,2,143,3,0,0,0,IT,low,0,0,0.425,42.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
2032,0.98,0.91,4,240,3,0,0,0,technical,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4625,0.75,0.76,4,254,4,0,0,0,support,low,0,0,0.1,10.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11685,0.16,0.96,5,137,5,1,0,0,technical,low,0,0,0.095,9.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5340,0.59,0.89,5,169,2,1,0,0,marketing,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3653,0.36,0.42,3,206,5,0,0,0,marketing,high,0,0,0.15,15.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10623,0.78,0.91,3,177,2,0,0,0,sales,high,0,0,0.085,8.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9451,0.45,0.66,2,236,3,0,0,0,marketing,medium,0,0,0.27,27.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
10694,0.84,0.64,2,211,3,0,0,0,sales,medium,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
906,0.92,1.0,5,259,5,0,1,0,IT,low,1,1,0.95,95.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9861,0.96,0.86,2,163,3,0,0,0,sales,low,0,0,0.09,9.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3914,0.98,0.66,3,154,2,0,0,0,hr,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8615,0.77,0.95,3,192,4,1,0,0,RandD,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4559,0.53,0.8,4,204,3,0,0,0,IT,medium,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10824,0.96,0.81,3,247,3,0,0,0,RandD,low,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8511,0.23,0.68,5,244,3,0,0,0,support,low,0,0,0.36,36.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
11848,0.79,0.62,5,167,3,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6586,0.95,0.96,3,250,3,0,0,0,hr,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11134,0.33,0.64,2,274,3,1,0,0,technical,high,0,0,0.2,20.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
6044,0.76,0.85,4,190,3,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1384,0.14,0.7,5,236,3,0,1,0,sales,medium,1,0,0.145,14.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5253,0.68,0.97,5,207,4,1,0,0,RandD,low,0,0,0.195,19.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1027,0.1,0.82,6,272,4,0,1,0,technical,low,1,1,0.985,98.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
7417,0.52,0.63,5,241,3,0,0,0,sales,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3365,0.72,0.51,3,254,2,0,0,0,sales,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4739,0.92,0.99,5,236,4,0,0,0,sales,medium,0,0,0.265,26.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
9461,0.75,0.59,3,242,3,0,0,0,marketing,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5306,0.88,0.98,3,152,3,0,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7130,0.98,0.53,5,238,3,0,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
835,0.43,0.56,2,133,3,0,1,0,RandD,low,1,1,0.97,97.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
10525,0.83,0.5,5,274,3,0,0,0,accounting,low,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5187,0.69,0.54,4,180,3,0,0,0,marketing,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
378,0.31,0.56,4,238,2,0,1,0,accounting,medium,1,0,0.21,21.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
2391,0.97,0.4,4,258,4,1,0,0,technical,medium,0,0,0.01,1.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7534,0.81,0.66,3,160,2,0,0,0,IT,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11525,0.64,0.79,4,139,3,0,0,0,sales,low,0,0,0.06,6.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
670,0.11,0.94,6,264,4,0,1,0,IT,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9021,0.94,0.69,3,269,3,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2536,0.52,0.38,6,169,3,0,0,0,accounting,low,0,0,0.12,12.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3154,0.65,0.96,5,173,2,0,0,0,hr,low,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6122,0.52,0.63,3,269,2,0,0,0,sales,medium,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4485,0.68,0.85,3,199,3,0,0,0,product_mng,low,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
6828,0.6,0.97,5,145,2,0,0,0,technical,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4043,0.45,0.92,6,164,4,1,0,0,marketing,low,0,0,0.215,21.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
10664,0.63,0.72,6,163,4,0,0,0,IT,high,0,1,0.595,59.5,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
8766,0.78,0.59,4,124,3,1,0,0,RandD,high,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8925,0.69,0.72,2,190,2,0,0,0,technical,medium,0,0,0.045,4.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3655,0.55,0.82,3,248,2,0,0,0,accounting,high,0,0,0.055,5.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
9754,0.39,0.6,2,161,2,0,0,0,product_mng,medium,0,0,0.23,23.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
10704,0.65,0.89,5,223,3,1,0,0,accounting,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
7100,0.78,0.91,4,202,2,0,0,0,sales,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
128,0.09,0.82,6,250,4,0,1,0,support,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9036,0.94,0.92,3,273,3,0,0,0,technical,high,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2392,0.6,0.85,3,209,2,1,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10715,0.82,0.62,3,152,6,0,0,0,technical,low,0,0,0.17,17.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5917,0.26,0.43,4,215,4,1,0,0,support,low,0,0,0.04,4.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
2944,0.67,0.7,5,159,3,1,0,0,support,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
672,0.37,0.46,2,149,3,0,1,0,IT,low,1,1,1.0,100.0,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9668,0.88,1.0,3,248,3,0,0,0,technical,medium,0,0,0.025,2.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
3188,0.94,0.77,5,210,3,0,0,0,product_mng,high,0,0,0.015,1.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
5350,0.84,0.59,3,234,2,0,0,0,sales,medium,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
8146,0.75,0.81,3,214,3,0,0,0,IT,low,0,0,0.03,3.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
10869,1.0,0.88,6,201,4,0,0,0,technical,low,0,0,0.095,9.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1258,0.09,0.95,6,260,4,1,1,0,technical,low,1,1,0.995,99.5,High-Risk Zone,"Begin immediate retention intervention, conduct a confidential stay interview, review compensation and promotion opportunities, adjust workload where appropriate, and create a personalized retention plan."
9292,0.59,0.51,3,156,3,0,0,0,product_mng,medium,0,0,0.02,2.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
4150,0.9,0.62,4,258,3,0,0,0,technical,medium,0,0,0.005,0.5,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
11114,0.99,0.86,3,167,2,0,0,0,sales,low,0,0,0.0,0.0,Safe Zone,"Maintain regular engagement, recognition, development opportunities, and periodic employee feedback."
1552,0.14,0.61,6,291,5,0,1,0,hr,medium,1,0,0.44,44.0,Low-Risk Zone,"Monitor satisfaction and workload, conduct manager check-ins, and clarify career-development opportunities."
